Heliobacterium,1
Anaerosalibacter,1
Pelospora,4
Clostridium,1
Peptococcus,9
Ercella,36
Saccharofermentans,1
Unclassified,288
Coprothermobacter,1
Fastidiosipila,318
Mogibacterium,26
Gottschalkia,37
Anaerovirgula,3
Eubacterium,22
Ruminiclostridium,35
Anaerovorax,146
