Peptococcus_niger,9
Ercella_succinigenes,4
Unclassified,545
Eubacterium_coprostanoligenes,6
Eubacterium_pyruvativorans,5
Anaerovorax_odorimutans,144
Fastidiosipila_sanguinis,213
Pelospora_glutarica,3
