[Eubacterium]_siraeum,1
Peptococcus_niger,9
Ercella_succinigenes,36
Anaerovirgula_multivorans,3
Anaerosalibacter_bizertensis,1
Unclassified,387
Heliobacterium_modesticaldum,1
Eubacterium_coprostanoligenes,9
Saccharofermentans_acetigenes,1
Eubacterium_pyruvativorans,13
Anaerovorax_odorimutans,146
Fastidiosipila_sanguinis,318
Pelospora_glutarica,4
